Belt,Division,Division Group,No.,Name,Country,Date,Location,Defenses,Days,Ended,Notes,Next Champ Date,Day until Next Champ,Region,Continent,Title Type
IBF,Super Middleweight,Super Middleweight,15, Carl Froch,Great Britain,5/26/2012,"Nottingham, United Kingdom",4,983,2/3/2015,"Froch vacated the title due to his inability to defend it following an elbow injury.[23] His last defense was against George Groves on 31 May 2014 at Wembley Stadium, London.",5/23/2015,1092,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,16, James DeGale,Great Britain,5/23/2015,"Boston, Massachusetts",3,931,,def. Andre Dirrell,12/9/2017,931,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,17, Caleb Truax,US,12/9/2017,"London, England",0,119,,,4/7/2018,119,North America,North America,
IBF,Super Middleweight,Super Middleweight,18, James DeGale (2),Great Britain,4/7/2018,"Las Vegas, United States",0,88,7/4/2018,DeGale vacated the title one day before a scheduled purse bid for a fight with interim champion José Uzcátegui was supposed to take place.[24],7/4/2018,88,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,19, José Uzcátegui,Venezuela,7/4/2018,N/A,0,193,,interim champion promoted,1/13/2019,193,South America,South America,
IBF,Super Middleweight,Super Middleweight,20, Caleb Plant,US,1/13/2019,"Los Angeles, California",2,646,,,,,North America,North America,
IBF,Middleweight,Middleweight,1, Marvin Hagler,US,5/27/1983,"Providence, Rhode Island",5,410,4/6/1987,"def. Wilford Scypion - The IBF refused to sanction Hagler's defense against Sugar Ray Leonard and stripped him of the title after losing the bout.[25] Hagler's last successful defense was against John Mugabi on 10 March 1986 in Las Vegas, Nevada.",10/10/1987,1597,North America,North America,
IBF,Middleweight,Middleweight,2, Frank Tate,US,10/10/1987,"Las Vegas, Nevada",1,292,,def. Michael Olajide,7/28/1988,292,North America,North America,
IBF,Middleweight,Middleweight,3, Michael Nunn,US,7/28/1988,"Las Vegas, Nevada",5,1016,,,5/10/1991,1016,North America,North America,
IBF,Middleweight,Middleweight,4, James Toney,US,5/10/1991,"Davenport, Iowa",6,645,2/13/1993,"Toney vacated the title upon defeating Iran Barkley for the IBF Super Middleweight title in Las Vegas, Nevada. His last successful defense was against Mike McCallum on 29 August 1992 in Reno, Nevada.",5/22/1993,743,North America,North America,
IBF,Middleweight,Middleweight,5, Roy Jones Jr.,US,5/22/1993,"Washington, D.C.",1,514,10/18/1994,"def. Bernard Hopkins - Jones vacated the title a month before moving up in weight to challenge James Toney for the IBF Super Middleweight title in Las Vegas, Nevada. Jones' only defense of the IBF Middleweight title was his second round TKO against Thomas Tate on 27 May 1994 in Reno, Nevada.",4/29/1995,707,North America,North America,
IBF,Middleweight,Middleweight,6, Bernard Hopkins,US,4/29/1995,"Landover, Maryland",19,3731,,def. Segundo Mercado,7/16/2005,3731,North America,North America,
IBF,Middleweight,Middleweight,7, Jermain Taylor,US,7/16/2005,"Las Vegas, Nevada",0,87,10/11/2005,Taylor vacated the title after refusing to participate in an immediate mandatory defense and instead agreed to a rematch with Bernard Hopkins.[26],12/20/2005,157,North America,North America,
IBF,Middleweight,Middleweight,8, Arthur Abraham,Armenia,12/20/2005,"Leipzig, Germany",10,1299,7/11/2009,def. Kingsley Ikeke - Abraham vacated the title to move up to super middleweight and participate in the Super Six World Boxing Classic.[27],9/19/2009,1369,Eastern Europe,Europe,
IBF,Middleweight,Middleweight,9, Sebastian Sylvester,Germany,9/19/2009,"Neubrandenburg, Germany",3,595,,def. Giovanni Lorenzo,5/7/2011,595,Western Europe,Europe,
IBF,Middleweight,Middleweight,10, Daniel Geale,Australia,5/7/2011,"Neubrandenburg, Germany",4,833,,,8/17/2013,833,Australia,Australia,
IBF,Middleweight,Middleweight,11, Darren Barker,Great Britain,8/17/2013,"Atlantic City, New Jersey",0,112,,,12/7/2013,112,Western Europe,Europe,
IBF,Middleweight,Middleweight,12, Felix Sturm,Germany,12/7/2013,"Stuttgart, Germany",0,175,,,5/31/2014,175,Western Europe,Europe,
IBF,Middleweight,Middleweight,13, Sam Soliman,Australia,5/31/2014,"Krefeld, Germany",0,130,,,10/8/2014,130,Australia,Australia,
IBF,Middleweight,Middleweight,14, Jermain Taylor (2),US,10/8/2014,"Krefeld, Germany",0,120,2/5/2015,Taylor was stripped of the title due to his inability to defend it during his ongoing legal and mental health issues.[28],6/20/2015,255,North America,North America,
IBF,Middleweight,Middleweight,15, David Lemieux,Canada,6/20/2015,"Las Vegas, Nevada",0,119,,def. Hassan N'Dam N'Jikam,10/17/2015,119,North America,North America,
IBF,Middleweight,Middleweight,16, Gennady Golovkin,Kazakhstan,10/17/2015,"New York City, New York",4,963,6/6/2018,"After Golovkin's fight with Canelo Alvarez on 5 May was cancelled, the IBF granted an exemption to him to face Vanes Martirosyan in a non-IBF sanctioned bout on the same date with the stipulation that he must face mandatory challenger Sergiy Derevyanchenko by 3 August. After Golovkin failed to agree in writing to a fight with Derevyanchenko, he was stripped of the title.[29]",10/27/2018,1106,Eastern Europe,Europe,
IBF,Middleweight,Middleweight,17, Daniel Jacobs,US,10/27/2018,"New York City, New York",0,189,,def. Sergiy Derevyanchenko,5/4/2019,189,North America,North America,
IBF,Middleweight,Middleweight,18, Saúl Álvarez,Mexico,5/4/2019,"Las Vegas, Nevada",0,89,8/1/2019,Álvarez was stripped of the title after failing to negotiate terms for a bout against mandatory challenger Sergiy Derevyanchenko.[30],10/5/2019,154,North America,North America,
IBF,Middleweight,Middleweight,19, Gennady Golovkin (2),Kazakhstan,10/5/2019,"New York City, New York",0,381,,def. Sergiy Derevyanchenko,,,Eastern Europe,Europe,
IBF,Junior Middleweight,Super Welterweight,1, Mark Medal,US,3/11/1984,"Atlantic City, New Jersey",0,204,,def. Earl Hargrove,11/2/1984,236,North America,North America,
IBF,Junior Middleweight,Super Welterweight,2, Carlos Santos,Puerto Rico,11/2/1984,"New York City, New York",1,579,,,6/4/1986,579,Caribbean,North America,
IBF,Junior Middleweight,Super Welterweight,3, Buster Drayton,US,6/4/1986,"East Rutherford, New Jersey",2,388,,,6/27/1987,388,North America,North America,
IBF,Junior Middleweight,Super Welterweight,4, Matthew Hilton,Canada,6/27/1987,"Montreal, Quebec, Canada",1,496,,,11/4/1988,496,North America,North America,
IBF,Junior Middleweight,Super Welterweight,5, Robert Hines,US,11/4/1988,"Las Vegas, Nevada",0,93,,,2/5/1989,93,North America,North America,
IBF,Junior Middleweight,Super Welterweight,6, Darrin Van Horn,US,2/5/1989,"Las Vegas, Nevada",0,160,,,7/15/1989,160,North America,North America,
IBF,Junior Middleweight,Super Welterweight,7, Gianfranco Rosi,Italy,7/15/1989,"Atlantic City, New Jersey",11,1890,,,9/17/1994,1890,Western Europe,Europe,
IBF,Junior Middleweight,Super Welterweight,8, Vincent Pettway,US,9/17/1994,"Atlantic City, New Jersey",1,329,,,8/12/1995,329,North America,North America,
IBF,Junior Middleweight,Super Welterweight,9, Paul Vaden,US,8/12/1995,"Las Vegas, Nevada",0,126,,,12/16/1995,126,North America,North America,
IBF,Junior Middleweight,Super Welterweight,10, Terry Norris,US,12/16/1995,"Las Vegas, Nevada",4,440,3/1/1997,"Norris was stripped of the title after failing to negotiate terms with mandatory challenger Raúl Márquez and instead agreeing to a fight with Felix Trinidad in June,[31] which was ultimately cancelled.",4/12/1997,483,North America,North America,
IBF,Junior Middleweight,Super Welterweight,11, Raúl Márquez,US,4/12/1997,"Las Vegas, Nevada",2,238,,def. Anthony Stephens,12/6/1997,238,North America,North America,
IBF,Junior Middleweight,Super Welterweight,12, Luis Ramón Campas,Mexico,12/6/1997,"Atlantic City, New Jersey",3,371,,,12/12/1998,371,North America,North America,
IBF,Junior Middleweight,Super Welterweight,13, Fernando Vargas,US,12/12/1998,"Atlantic City, New Jersey",5,721,,,12/2/2000,721,North America,North America,
IBF,Junior Middleweight,Super Welterweight,14, Félix Trinidad,Puerto Rico,12/2/2000,"Las Vegas, Nevada",0,149,5/12/2001,"Trinidad vacated the title after defeating William Joppy for the WBA Middleweight title in New York City, New York.",10/12/2001,314,Caribbean,North America,
IBF,Junior Middleweight,Super Welterweight,15, Ronald Wright,US,10/12/2001,"Indio, California",5,920,4/19/2004,"def. Robert Frazier - Wright was stripped of the title after refusing to fight mandatory challenger Kassim Ouma and instead accepted a rematch with Shane Mosley,[32] whom he defeated on 13 March 2004 in Las Vegas, Nevada.",6/5/2004,967,North America,North America,
IBF,Junior Middleweight,Super Welterweight,16, Verno Phillips,Belize,6/5/2004,"Joplin, Missouri",0,119,,def. Carlos Bojorquez,10/2/2004,119,Central America,North America,
IBF,Junior Middleweight,Super Welterweight,17, Kassim Ouma,Uganda,10/2/2004,"Las Vegas, Nevada",1,285,,,7/14/2005,285,Sub-Saharan Africa,Africa,
IBF,Junior Middleweight,Super Welterweight,18, Roman Karmazin,Russia,7/14/2005,"Las Vegas, Nevada",0,329,,,7/8/2006,359,Eastern Europe,Europe,
IBF,Junior Middleweight,Super Welterweight,19, Cory Spinks,US,7/8/2006,"St. Louis, Missouri",1,658,,,3/27/2008,628,North America,North America,
IBF,Junior Middleweight,Super Welterweight,20, Verno Phillips (2),Belize,3/27/2008,"St. Louis, Missouri",0,218,11/1/2008,Phillips vacated the title to fight Paul Williams for the WBO Jr. Middleweight Title.,4/24/2009,393,Central America,North America,
IBF,Junior Middleweight,Super Welterweight,21, Cory Spinks (2),US,4/24/2009,"St. Louis, Missouri",0,470,,def. Deandre Latimore,8/7/2010,470,North America,North America,
IBF,Junior Middleweight,Super Welterweight,22, Cornelius Bundrage,US,8/7/2010,"St. Louis, Missouri",2,931,,,2/23/2013,931,North America,North America,
IBF,Junior Middleweight,Super Welterweight,23, Ishe Smith,US,2/23/2013,"Detroit, Michigan",0,203,,,9/14/2013,203,North America,North America,
IBF,Junior Middleweight,Super Welterweight,24, Carlos Amado Molina,Mexico,9/14/2013,"Las Vegas, Nevada",0,392,,,10/11/2014,392,North America,North America,
IBF,Junior Middleweight,Super Welterweight,25, Cornelius Bundrage (2),US,10/11/2014,"Cancún, Mexico",0,336,,,9/12/2015,336,North America,North America,
IBF,Junior Middleweight,Super Welterweight,26, Jermall Charlo,US,9/12/2015,"Mashantucket, Connecticut",3,523,2/16/2017,Charlo vacated the title to move up to middleweight.[33] His last successful defense was against Julian Williams on 10 December 2016,2/25/2017,532,North America,North America,
IBF,Junior Middleweight,Super Welterweight,27, Jarrett Hurd,US,2/25/2017,"Birmingham, Alabama",3,805,,def. Tony Harrison,5/11/2019,805,North America,North America,
IBF,Junior Middleweight,Super Welterweight,28, Julian Williams,US,5/11/2019,"Fairfax, Virginia",0,252,,,1/18/2020,252,North America,North America,
IBF,Junior Middleweight,Super Welterweight,29, Jeison Rosario,Dominican Republic,1/18/2020,"Philadelphia, Pennsylvania",0,252,,,9/26/2020,252,Caribbean,North America,
IBF,Junior Middleweight,Super Welterweight,30, Jermell Charlo,US,9/26/2020,"Uncasville, Connecticut",0,24,,,,,North America,North America,
IBF,Welterweight,Welterweight,1, Donald Curry,US,2/4/1984,"Atlantic City, New Jersey",4,966,,def. Marlon Starling,9/27/1986,966,North America,North America,
IBF,Welterweight,Welterweight,2, Lloyd Honeyghan,Great Britain,9/27/1986,"Atlantic City, New Jersey",3,396,10/28/1987,"The IBF refused to sanction Honeyghan's defense against Jorge Vaca because he was not ranked among its top 12 contenders and stripped him of the title after he lost the bout.[34] His last successful defense of the IBF title was against Gene Hatcher on 30 August 1987 in Marbella, Spain.",4/23/1988,574,Western Europe,Europe,
IBF,Welterweight,Welterweight,3, Simon Brown,Jamaica,4/23/1988,"Berck, France",8,982,5/7/1991,"def. Tyrone Trice - Brown vacated the title due to the IBF's decision to sanction bouts in apartheid South Africa and for its handling of his March title unification bout with former WBC champion Maurice Blocker.[35] His last successful defense was against Blocker on 18 March 1991 in Las Vegas, Nevada.",10/4/1991,1259,Caribbean,North America,
IBF,Welterweight,Welterweight,4, Maurice Blocker,US,10/4/1991,"Atlantic City, New Jersey",1,624,,def. Glenwood Brown,6/19/1993,624,North America,North America,
IBF,Welterweight,Welterweight,5, Félix Trinidad,Puerto Rico,6/19/1993,"San Diego, California",15,2456,3/10/2000,"Trinidad vacated the title a week after moving up to junior middleweight and winning the WBA title against David Reid.[36] His last successful defense was against Oscar De La Hoya on 18 September 1999 in Las Vegas, Nevada.",5/12/2001,2884,Caribbean,North America,
IBF,Welterweight,Welterweight,6, Vernon Forrest,US,5/12/2001,"New York City, New York",0,213,12/11/2001,def. Raul Frank - Forrest was stripped of the title after announcing he would fight WBC champion Shane Mosley instead of mandatory challenger Michele Piccirillo.[37],4/13/2002,336,North America,North America,
IBF,Welterweight,Welterweight,7, Michele Piccirillo,Italy,4/13/2002,"Campione d'Italia, Italy",0,343,,def. Cory Spinks,3/22/2003,343,Western Europe,Europe,
IBF,Welterweight,Welterweight,8, Cory Spinks,US,3/22/2003,"Campione d'Italia, Italy",3,686,,,2/5/2005,686,North America,North America,
IBF,Welterweight,Welterweight,9, Zab Judah,US,2/5/2005,"St. Louis, Missouri",1,427,,,4/8/2006,427,North America,North America,
IBF,Welterweight,Welterweight,10, Floyd Mayweather Jr.,US,4/8/2006,"Las Vegas, Nevada",0,73,6/20/2006,Mayweather vacated the title to fight Carlos Baldomir for the WBC Welterweight Title.,10/28/2006,203,North America,North America,
IBF,Welterweight,Welterweight,11, Kermit Cintrón,Puerto Rico,10/28/2006,"West Palm Beach, Florida",2,532,,def. Mark Suárez,4/12/2008,532,Caribbean,North America,
IBF,Welterweight,Welterweight,12, Antonio Margarito,Mexico,4/12/2008,"Atlantic City, New Jersey",0,104,7/25/2008,Margarito vacated the title after refusing to fight mandatory challenger Joshua Clottey and instead agreed to a fight with Miguel Cotto for his WBA title on 26 July 2008.[38],8/2/2008,112,North America,North America,
IBF,Welterweight,Welterweight,13, Joshua Clottey,Ghana,8/2/2008,"Las Vegas, Nevada",0,257,4/16/2009,"def. Zab Judah - Clottey vacated the title after Miguel Cotto, the WBO welterweight champion, failed to sign his contract in time for the IBF to approve their 13 June fight as a unification bout and grant Clottey an exemption from facing mandatory challenger Isaac Hlatshwayo.[39]",8/1/2009,364,Sub-Saharan Africa,Africa,
IBF,Welterweight,Welterweight,14, Isaac Hlatshwayo,South Africa,8/1/2009,"Uncasville, Connecticut",1,132,,def. Delvin Rodríguez,12/11/2009,132,Sub-Saharan Africa,Africa,
IBF,Welterweight,Welterweight,15, Jan Zaveck,Slovenia,12/11/2009,"Johannesburg, South Africa",3,631,,,9/3/2011,631,Eastern Europe,Europe,
IBF,Welterweight,Welterweight,16, Andre Berto,US,9/3/2011,"Biloxi, Mississippi",0,66,11/8/2011,Berto vacated the title after HBO indicated a lack of interest in him facing mandatory challenger Randall Bailey on their network and instead pursued a rematch against Victor Ortiz.[40],6/9/2012,280,North America,North America,
IBF,Welterweight,Welterweight,17, Randall Bailey,US,6/9/2012,"Las Vegas, Nevada",0,133,,def. Mike Jones,10/20/2012,133,North America,North America,
IBF,Welterweight,Welterweight,18, Devon Alexander,US,10/20/2012,"Brooklyn, New York",0,413,,,12/7/2013,413,North America,North America,
IBF,Welterweight,Welterweight,19, Shawn Porter,US,12/7/2013,"Brooklyn, New York",1,252,,,8/16/2014,252,North America,North America,
IBF,Welterweight,Welterweight,20, Kell Brook,Great Britain,8/16/2014,"Carson, California",3,1015,,,5/27/2017,1015,Western Europe,Europe,
IBF,Welterweight,Welterweight,21, Errol Spence Jr.,US,5/27/2017,"Sheffield, United Kingdom",4,1242,,,,,North America,North America,
IBF,Junior Welterweight,Super Lightweight,1, Aaron Pryor,US,6/22/1984,"Toronto, Ontario, Canada",1,192,12/9/1985,"def. Nick Furlano - Pryor was stripped of the title due to inactivity.[41] His only successful defense was against Gary Hinton on 2 March 1985 in Atlantic City, New Jersey.",4/26/1986,673,North America,North America,
IBF,Junior Welterweight,Super Lightweight,2, Gary Hinton,US,4/26/1986,"Lucca, Italy",1,187,,def. Reyes Antonio Cruz,10/30/1986,187,North America,North America,
IBF,Junior Welterweight,Super Lightweight,3, Joe Manley,US,10/30/1986,"Hartford, Connecticut",0,125,,,3/4/1987,125,North America,North America,
IBF,Junior Welterweight,Super Lightweight,4, Terry Marsh,Great Britain,3/4/1987,"Basildon, United Kingdom",1,271,9/15/1987,"Marsh vacated the title upon his retirement due to epilepsy.[42] His only successful defense was against Akio Kameda on 1 July 1987 in London, United Kingdom.",2/14/1988,347,Western Europe,Europe,
IBF,Junior Welterweight,Super Lightweight,5, James McGirt,US,2/14/1988,"San Antonio, Texas",1,202,,def. Frankie Warren,9/3/1988,202,North America,North America,
IBF,Junior Welterweight,Super Lightweight,6, Meldrick Taylor,US,9/3/1988,"Atlantic City, New Jersey",2,621,,,5/17/1990,621,North America,North America,
